Prov,Provinsi,Tanggal,Max. Tanggal,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
Maluku,Maluku,1/25/2021,1/25/2021,0.001,0
Maluku Utara,Maluku Utara,1/25/2021,1/25/2021,0,0
Nusa Tenggara Barat,Nusa Tenggara Barat,1/25/2021,1/25/2021,0,0
Nusa Tenggara Timur,Nusa Tenggara Timur,1/25/2021,1/25/2021,0.006,0
Papua,Papua,1/25/2021,1/25/2021,0.002,0
Papua Barat,Papua Barat,1/25/2021,1/25/2021,0,0
Riau,Kepulauan Riau,1/25/2021,1/25/2021,0.005,0.001
Riau,Riau,1/25/2021,1/25/2021,0.003,0.002
Sulawesi Selatan,Sulawesi Selatan,1/25/2021,1/25/2021,0.006,0
Sulawesi Tengah,Sulawesi Tengah,1/25/2021,1/25/2021,0.005,0.001
Sulawesi Tenggara,Sulawesi Tenggara,1/25/2021,1/25/2021,0,0
Sulawesi Utara,Sulawesi Utara,1/25/2021,1/25/2021,0.001,0
Sumatera Barat,Sumatera Barat,1/25/2021,1/25/2021,0.001,0
Sumatera Selatan,Sumatera Selatan,1/25/2021,1/25/2021,0.006,0.001
Sumatera Utara,Sumatera Utara,1/25/2021,1/25/2021,0.026,0.006
Yogyakarta,Yogyakarta,1/25/2021,1/25/2021,0.004,0
Aceh,Aceh,1/26/2021,1/26/2021,0,0
Bali,Bali,1/26/2021,1/26/2021,0.02,0.002
Bangka Belitung,Bangka Belitung,1/26/2021,1/26/2021,0,0
Banten,Banten,1/26/2021,1/26/2021,0.008,0.002
Bengkulu,Bengkulu,1/26/2021,1/26/2021,0.001,0
Gorontalo,Gorontalo,1/26/2021,1/26/2021,0.001,0
Jakarta Raya,Jakarta Raya,1/26/2021,1/26/2021,0.059,0
Jambi,Jambi,1/26/2021,1/26/2021,0,0
Jawa Barat,Jawa Barat,1/26/2021,1/26/2021,0.043,0.006
Jawa Tengah,Jawa Tengah,1/26/2021,1/26/2021,0.042,0.001
Jawa Timur,Jawa Timur,1/26/2021,1/26/2021,0.015,0.006
Kalimantan Barat,Kalimantan Barat,1/26/2021,1/26/2021,0.002,0
Kalimantan Selatan,Kalimantan Selatan,1/26/2021,1/26/2021,0,0
Kalimantan Tengah,Kalimantan Tengah,1/26/2021,1/26/2021,0,0
Kalimantan Timur,Kalimantan Timur,1/26/2021,1/26/2021,0,0
Kalimantan Utara,Kalimantan Utara,1/26/2021,1/26/2021,0.002,0
Lampung,Lampung,1/26/2021,1/26/2021,0,0
Maluku,Maluku,1/26/2021,1/26/2021,0.001,0
Maluku Utara,Maluku Utara,1/26/2021,1/26/2021,0,0
Nusa Tenggara Barat,Nusa Tenggara Barat,1/26/2021,1/26/2021,0,0
Nusa Tenggara Timur,Nusa Tenggara Timur,1/26/2021,1/26/2021,0.006,0
Papua,Papua,1/26/2021,1/26/2021,0.002,0
Papua Barat,Papua Barat,1/26/2021,1/26/2021,0,0
Riau,Kepulauan Riau,1/26/2021,1/26/2021,0.005,0
Riau,Riau,1/26/2021,1/26/2021,0.003,0
Sulawesi Selatan,Sulawesi Selatan,1/26/2021,1/26/2021,0.008,0.002
Sulawesi Tengah,Sulawesi Tengah,1/26/2021,1/26/2021,0.005,0
Sulawesi Tenggara,Sulawesi Tenggara,1/26/2021,1/26/2021,0,0
Sulawesi Utara,Sulawesi Utara,1/26/2021,1/26/2021,0.001,0
Sumatera Barat,Sumatera Barat,1/26/2021,1/26/2021,0.001,0
Sumatera Selatan,Sumatera Selatan,1/26/2021,1/26/2021,0.008,0.002
Sumatera Utara,Sumatera Utara,1/26/2021,1/26/2021,0.03,0.004
Yogyakarta,Yogyakarta,1/26/2021,1/26/2021,0.005,0.001
Aceh,Aceh,1/27/2021,1/27/2021,0,0
Bali,Bali,1/27/2021,1/27/2021,0.025,0.005
Bangka Belitung,Bangka Belitung,1/27/2021,1/27/2021,0,0
Banten,Banten,1/27/2021,1/27/2021,0.009,0.001
Bengkulu,Bengkulu,1/27/2021,1/27/2021,0.002,0.001
Gorontalo,Gorontalo,1/27/2021,1/27/2021,0.001,0
Jakarta Raya,Jakarta Raya,1/27/2021,1/27/2021,0.117,0.058
Jambi,Jambi,1/27/2021,1/27/2021,0,0
Jawa Barat,Jawa Barat,1/27/2021,1/27/2021,0.048,0.005
Jawa Tengah,Jawa Tengah,1/27/2021,1/27/2021,0.042,0
Jawa Timur,Jawa Timur,1/27/2021,1/27/2021,0.018,0.003
Kalimantan Barat,Kalimantan Barat,1/27/2021,1/27/2021,0.002,0
Kalimantan Selatan,Kalimantan Selatan,1/27/2021,1/27/2021,0,0
Kalimantan Tengah,Kalimantan Tengah,1/27/2021,1/27/2021,0,0
Kalimantan Timur,Kalimantan Timur,1/27/2021,1/27/2021,0.004,0.004
Kalimantan Utara,Kalimantan Utara,1/27/2021,1/27/2021,0.002,0
Lampung,Lampung,1/27/2021,1/27/2021,0,0
Maluku,Maluku,1/27/2021,1/27/2021,0.001,0
Maluku Utara,Maluku Utara,1/27/2021,1/27/2021,0,0
Nusa Tenggara Barat,Nusa Tenggara Barat,1/27/2021,1/27/2021,0,0
Nusa Tenggara Timur,Nusa Tenggara Timur,1/27/2021,1/27/2021,0.006,0
Papua,Papua,1/27/2021,1/27/2021,0.003,0.001
Papua Barat,Papua Barat,1/27/2021,1/27/2021,0,0
Riau,Kepulauan Riau,1/27/2021,1/27/2021,0.005,0
Riau,Riau,1/27/2021,1/27/2021,0.004,0.001
Sulawesi Selatan,Sulawesi Selatan,1/27/2021,1/27/2021,0.008,0
Sulawesi Tengah,Sulawesi Tengah,1/27/2021,1/27/2021,0.005,0
Sulawesi Tenggara,Sulawesi Tenggara,1/27/2021,1/27/2021,0,0
Sulawesi Utara,Sulawesi Utara,1/27/2021,1/27/2021,0.001,0
Sumatera Barat,Sumatera Barat,1/27/2021,1/27/2021,0.002,0.001
Sumatera Selatan,Sumatera Selatan,1/27/2021,1/27/2021,0.008,0
Sumatera Utara,Sumatera Utara,1/27/2021,1/27/2021,0.033,0.003
Yogyakarta,Yogyakarta,1/27/2021,1/27/2021,0.005,0
Aceh,Aceh,1/28/2021,1/28/2021,0,0
Bali,Bali,1/28/2021,1/28/2021,0.33,0.305
Bangka Belitung,Bangka Belitung,1/28/2021,1/28/2021,0.008,0.008
Banten,Banten,1/28/2021,1/28/2021,0.039,0.03
Bengkulu,Bengkulu,1/28/2021,1/28/2021,0.034,0.032
Gorontalo,Gorontalo,1/28/2021,1/28/2021,0.001,0
Jakarta Raya,Jakarta Raya,1/28/2021,1/28/2021,2.53,2.413
Jambi,Jambi,1/28/2021,1/28/2021,0.266,0.266
Jawa Barat,Jawa Barat,1/28/2021,1/28/2021,1.614,1.566
Jawa Tengah,Jawa Tengah,1/28/2021,1/28/2021,0.947,0.905
Jawa Timur,Jawa Timur,1/28/2021,1/28/2021,0.074,0.056
Kalimantan Barat,Kalimantan Barat,1/28/2021,1/28/2021,0.092,0.09
Kalimantan Selatan,Kalimantan Selatan,1/28/2021,1/28/2021,0.076,0.076
Kalimantan Tengah,Kalimantan Tengah,1/28/2021,1/28/2021,0.169,0.169
Kalimantan Timur,Kalimantan Timur,1/28/2021,1/28/2021,0.337,0.333
Kalimantan Utara,Kalimantan Utara,1/28/2021,1/28/2021,0.083,0.081
Lampung,Lampung,1/28/2021,1/28/2021,0.014,0.014
Maluku,Maluku,1/28/2021,1/28/2021,0.001,0
Maluku Utara,Maluku Utara,1/28/2021,1/28/2021,0.006,0.006
Nusa Tenggara Barat,Nusa Tenggara Barat,1/28/2021,1/28/2021,0.04,0.04
Nusa Tenggara Timur,Nusa Tenggara Timur,1/28/2021,1/28/2021,0.011,0.005
Papua,Papua,1/28/2021,1/28/2021,0.005,0.002
Papua Barat,Papua Barat,1/28/2021,1/28/2021,0.004,0.004
Riau,Kepulauan Riau,1/28/2021,1/28/2021,0.06,0.055
Riau,Riau,1/28/2021,1/28/2021,0.053,0.049
Sulawesi Selatan,Sulawesi Selatan,1/28/2021,1/28/2021,0.08,0.072
Sulawesi Tengah,Sulawesi Tengah,1/28/2021,1/28/2021,0.079,0.074
Sulawesi Tenggara,Sulawesi Tenggara,1/28/2021,1/28/2021,0.047,0.047
Sulawesi Utara,Sulawesi Utara,1/28/2021,1/28/2021,0.083,0.082
Sumatera Barat,Sumatera Barat,1/28/2021,1/28/2021,0.006,0.004
Sumatera Selatan,Sumatera Selatan,1/28/2021,1/28/2021,0.056,0.048
Sumatera Utara,Sumatera Utara,1/28/2021,1/28/2021,0.108,0.075
Yogyakarta,Yogyakarta,1/28/2021,1/28/2021,0.699,0.694
Aceh,Aceh,1/29/2021,1/29/2021,0.03,0.03
Bali,Bali,1/29/2021,1/29/2021,0.712,0.382
Bangka Belitung,Bangka Belitung,1/29/2021,1/29/2021,0.122,0.114
Banten,Banten,1/29/2021,1/29/2021,0.276,0.237
Bengkulu,Bengkulu,1/29/2021,1/29/2021,0.079,0.045
Gorontalo,Gorontalo,1/29/2021,1/29/2021,0.049,0.048
Jakarta Raya,Jakarta Raya,1/29/2021,1/29/2021,6.462,3.932
Jambi,Jambi,1/29/2021,1/29/2021,0.445,0.179
Jawa Barat,Jawa Barat,1/29/2021,1/29/2021,3.445,1.831
Jawa Tengah,Jawa Tengah,1/29/2021,1/29/2021,1.834,0.887
Jawa Timur,Jawa Timur,1/29/2021,1/29/2021,1.051,0.977
Kalimantan Barat,Kalimantan Barat,1/29/2021,1/29/2021,0.181,0.089
Kalimantan Selatan,Kalimantan Selatan,1/29/2021,1/29/2021,0.119,0.043
Kalimantan Tengah,Kalimantan Tengah,1/29/2021,1/29/2021,0.296,0.127
Kalimantan Timur,Kalimantan Timur,1/29/2021,1/29/2021,0.65,0.313
Kalimantan Utara,Kalimantan Utara,1/29/2021,1/29/2021,0.168,0.085
Lampung,Lampung,1/29/2021,1/29/2021,0.019,0.005
Maluku,Maluku,1/29/2021,1/29/2021,0.181,0.18
Maluku Utara,Maluku Utara,1/29/2021,1/29/2021,0.007,0.001
Nusa Tenggara Barat,Nusa Tenggara Barat,1/29/2021,1/29/2021,0.084,0.044
Nusa Tenggara Timur,Nusa Tenggara Timur,1/29/2021,1/29/2021,0.026,0.015
Papua,Papua,1/29/2021,1/29/2021,0.018,0.013
Papua Barat,Papua Barat,1/29/2021,1/29/2021,0.02,0.016
Riau,Kepulauan Riau,1/29/2021,1/29/2021,0.18,0.12
Riau,Riau,1/29/2021,1/29/2021,0.186,0.133
Sulawesi Barat,Sulawesi Barat,1/29/2021,1/29/2021,0,0
Sulawesi Selatan,Sulawesi Selatan,1/29/2021,1/29/2021,0.13,0.05
Sulawesi Tengah,Sulawesi Tengah,1/29/2021,1/29/2021,0.223,0.144
Sulawesi Tenggara,Sulawesi Tenggara,1/29/2021,1/29/2021,0.107,0.06
Sulawesi Utara,Sulawesi Utara,1/29/2021,1/29/2021,0.213,0.13
Sumatera Barat,Sumatera Barat,1/29/2021,1/29/2021,0.018,0.012
Sumatera Selatan,Sumatera Selatan,1/29/2021,1/29/2021,0.144,0.088
Sumatera Utara,Sumatera Utara,1/29/2021,1/29/2021,0.28,0.172
Yogyakarta,Yogyakarta,1/29/2021,1/29/2021,0.987,0.288
Aceh,Aceh,1/30/2021,1/30/2021,0.032,0.002
Bali,Bali,1/30/2021,1/30/2021,0.892,0.18
Bangka Belitung,Bangka Belitung,1/30/2021,1/30/2021,0.198,0.076
Banten,Banten,1/30/2021,1/30/2021,0.506,0.23
Bengkulu,Bengkulu,1/30/2021,1/30/2021,0.083,0.004
Gorontalo,Gorontalo,1/30/2021,1/30/2021,0.05,0.001
Jakarta Raya,Jakarta Raya,1/30/2021,1/30/2021,7.143,0.681
Jambi,Jambi,1/30/2021,1/30/2021,0.637,0.192
Jawa Barat,Jawa Barat,1/30/2021,1/30/2021,4.459,1.014
Jawa Tengah,Jawa Tengah,1/30/2021,1/30/2021,2.529,0.695
Jawa Timur,Jawa Timur,1/30/2021,1/30/2021,1.591,0.54
Kalimantan Barat,Kalimantan Barat,1/30/2021,1/30/2021,0.211,0.03
Kalimantan Selatan,Kalimantan Selatan,1/30/2021,1/30/2021,0.264,0.145
Kalimantan Tengah,Kalimantan Tengah,1/30/2021,1/30/2021,0.342,0.046
Kalimantan Timur,Kalimantan Timur,1/30/2021,1/30/2021,0.916,0.266
Kalimantan Utara,Kalimantan Utara,1/30/2021,1/30/2021,0.273,0.105
Lampung,Lampung,1/30/2021,1/30/2021,0.019,0
Maluku,Maluku,1/30/2021,1/30/2021,0.184,0.003
Maluku Utara,Maluku Utara,1/30/2021,1/30/2021,0.007,0
Nusa Tenggara Barat,Nusa Tenggara Barat,1/30/2021,1/30/2021,0.156,0.072
Nusa Tenggara Timur,Nusa Tenggara Timur,1/30/2021,1/30/2021,0.027,0.001
Papua,Papua,1/30/2021,1/30/2021,0.027,0.009
Papua Barat,Papua Barat,1/30/2021,1/30/2021,0.023,0.003
Riau,Kepulauan Riau,1/30/2021,1/30/2021,0.284,0.104
Riau,Riau,1/30/2021,1/30/2021,0.25,0.064
Sulawesi Selatan,Sulawesi Selatan,1/30/2021,1/30/2021,0.226,0.096
Sulawesi Tengah,Sulawesi Tengah,1/30/2021,1/30/2021,0.313,0.09
Sulawesi Tenggara,Sulawesi Tenggara,1/30/2021,1/30/2021,0.173,0.066
Sulawesi Utara,Sulawesi Utara,1/30/2021,1/30/2021,0.243,0.03
Sumatera Barat,Sumatera Barat,1/30/2021,1/30/2021,0.046,0.028
Sumatera Selatan,Sumatera Selatan,1/30/2021,1/30/2021,0.176,0.032
Sumatera Utara,Sumatera Utara,1/30/2021,1/30/2021,0.356,0.076
Yogyakarta,Yogyakarta,1/30/2021,1/30/2021,1.277,0.29
Aceh,Aceh,1/31/2021,1/31/2021,0.033,0.001
Bali,Bali,1/31/2021,1/31/2021,0.93,0.038
Bangka Belitung,Bangka Belitung,1/31/2021,1/31/2021,0.198,0
Banten,Banten,1/31/2021,1/31/2021,0.511,0.005
Gorontalo,Gorontalo,1/31/2021,1/31/2021,0.05,0
Jakarta Raya,Jakarta Raya,1/31/2021,1/31/2021,7.2,0.057
Jambi,Jambi,1/31/2021,1/31/2021,0.663,0.026
Jawa Barat,Jawa Barat,1/31/2021,1/31/2021,4.465,0.006
Jawa Tengah,Jawa Tengah,1/31/2021,1/31/2021,2.529,0
Jawa Timur,Jawa Timur,1/31/2021,1/31/2021,1.596,0.005
Kalimantan Barat,Kalimantan Barat,1/31/2021,1/31/2021,0.211,0
Kalimantan Selatan,Kalimantan Selatan,1/31/2021,1/31/2021,0.264,0
Kalimantan Tengah,Kalimantan Tengah,1/31/2021,1/31/2021,0.342,0
Kalimantan Timur,Kalimantan Timur,1/31/2021,1/31/2021,0.927,0.011
Maluku,Maluku,1/31/2021,1/31/2021,0.184,0
Maluku Utara,Maluku Utara,1/31/2021,1/31/2021,0.007,0
Nusa Tenggara Barat,Nusa Tenggara Barat,1/31/2021,1/31/2021,0.157,0.001
Nusa Tenggara Timur,Nusa Tenggara Timur,1/31/2021,1/31/2021,0.027,0
Papua Barat,Papua Barat,1/31/2021,1/31/2021,0.023,0
Riau,Kepulauan Riau,1/31/2021,1/31/2021,0.295,0.011
Riau,Riau,1/31/2021,1/31/2021,0.253,0.003
Sulawesi Selatan,Sulawesi Selatan,1/31/2021,1/31/2021,0.226,0
Sulawesi Tengah,Sulawesi Tengah,1/31/2021,1/31/2021,0.313,0
Sulawesi Tenggara,Sulawesi Tenggara,1/31/2021,1/31/2021,0.173,0
Sulawesi Utara,Sulawesi Utara,1/31/2021,1/31/2021,0.243,0
Sumatera Barat,Sumatera Barat,1/31/2021,1/31/2021,0.048,0.002
Sumatera Selatan,Sumatera Selatan,1/31/2021,1/31/2021,0.259,0.083
Sumatera Utara,Sumatera Utara,1/31/2021,1/31/2021,0.357,0.001
Yogyakarta,Yogyakarta,1/31/2021,1/31/2021,1.277,0
Aceh,Aceh,2/1/2021,2/1/2021,0.033,0
Bali,Bali,2/1/2021,2/1/2021,1.325,0.395
Bangka Belitung,Bangka Belitung,2/1/2021,2/1/2021,0.471,0.273
Banten,Banten,2/1/2021,2/1/2021,0.975,0.464
Bengkulu,Bengkulu,2/1/2021,2/1/2021,0.235,0.152
Gorontalo,Gorontalo,2/1/2021,2/1/2021,0.063,0.013
Jakarta Raya,Jakarta Raya,2/1/2021,2/1/2021,11.202,4.002
Jambi,Jambi,2/1/2021,2/1/2021,1.083,0.42
Jawa Barat,Jawa Barat,2/1/2021,2/1/2021,6.858,2.393
Jawa Tengah,Jawa Tengah,2/1/2021,2/1/2021,3.778,1.249
Jawa Timur,Jawa Timur,2/1/2021,2/1/2021,2.828,1.232
Kalimantan Barat,Kalimantan Barat,2/1/2021,2/1/2021,0.354,0.143
Kalimantan Selatan,Kalimantan Selatan,2/1/2021,2/1/2021,0.415,0.151
Kalimantan Tengah,Kalimantan Tengah,2/1/2021,2/1/2021,0.573,0.231
Kalimantan Timur,Kalimantan Timur,2/1/2021,2/1/2021,1.354,0.427
Kalimantan Utara,Kalimantan Utara,2/1/2021,2/1/2021,0.52,0.247
Lampung,Lampung,2/1/2021,2/1/2021,0.059,0.04
Maluku,Maluku,2/1/2021,2/1/2021,0.268,0.084
Maluku Utara,Maluku Utara,2/1/2021,2/1/2021,0.007,0
Nusa Tenggara Barat,Nusa Tenggara Barat,2/1/2021,2/1/2021,0.426,0.269
Nusa Tenggara Timur,Nusa Tenggara Timur,2/1/2021,2/1/2021,0.066,0.039
Papua,Papua,2/1/2021,2/1/2021,0.057,0.03
Papua Barat,Papua Barat,2/1/2021,2/1/2021,0.076,0.053
Riau,Kepulauan Riau,2/1/2021,2/1/2021,0.707,0.412
Riau,Riau,2/1/2021,2/1/2021,0.41,0.157
Sulawesi Selatan,Sulawesi Selatan,2/1/2021,2/1/2021,0.321,0.095
Sulawesi Tengah,Sulawesi Tengah,2/1/2021,2/1/2021,0.482,0.169
Sulawesi Tenggara,Sulawesi Tenggara,2/1/2021,2/1/2021,0.387,0.214
Sulawesi Utara,Sulawesi Utara,2/1/2021,2/1/2021,0.509,0.266
Sumatera Barat,Sumatera Barat,2/1/2021,2/1/2021,0.083,0.035
Sumatera Selatan,Sumatera Selatan,2/1/2021,2/1/2021,0.561,0.302
Sumatera Utara,Sumatera Utara,2/1/2021,2/1/2021,0.633,0.276
Yogyakarta,Yogyakarta,2/1/2021,2/1/2021,2.831,1.554
Aceh,Aceh,2/2/2021,2/2/2021,0.052,0.019
Bali,Bali,2/2/2021,2/2/2021,1.855,0.53
Bangka Belitung,Bangka Belitung,2/2/2021,2/2/2021,0.735,0.264
Banten,Banten,2/2/2021,2/2/2021,1.449,0.474
Bengkulu,Bengkulu,2/2/2021,2/2/2021,0.417,0.182
Gorontalo,Gorontalo,2/2/2021,2/2/2021,0.235,0.172
Jakarta Raya,Jakarta Raya,2/2/2021,2/2/2021,14.645,3.443
Jambi,Jambi,2/2/2021,2/2/2021,1.493,0.41
Jawa Barat,Jawa Barat,2/2/2021,2/2/2021,9.557,2.699
Jawa Tengah,Jawa Tengah,2/2/2021,2/2/2021,5.508,1.73
Jawa Timur,Jawa Timur,2/2/2021,2/2/2021,4.23,1.402
Kalimantan Barat,Kalimantan Barat,2/2/2021,2/2/2021,0.542,0.188
Kalimantan Selatan,Kalimantan Selatan,2/2/2021,2/2/2021,0.545,0.13
Kalimantan Tengah,Kalimantan Tengah,2/2/2021,2/2/2021,0.734,0.161
Kalimantan Timur,Kalimantan Timur,2/2/2021,2/2/2021,1.736,0.382
Kalimantan Utara,Kalimantan Utara,2/2/2021,2/2/2021,0.729,0.209
Lampung,Lampung,2/2/2021,2/2/2021,0.166,0.107
Maluku,Maluku,2/2/2021,2/2/2021,0.369,0.101
Maluku Utara,Maluku Utara,2/2/2021,2/2/2021,0.016,0.009
Nusa Tenggara Barat,Nusa Tenggara Barat,2/2/2021,2/2/2021,0.696,0.27
Nusa Tenggara Timur,Nusa Tenggara Timur,2/2/2021,2/2/2021,0.198,0.132
Papua,Papua,2/2/2021,2/2/2021,0.148,0.091
Papua Barat,Papua Barat,2/2/2021,2/2/2021,0.122,0.046
Riau,Kepulauan Riau,2/2/2021,2/2/2021,1.119,0.412
Riau,Riau,2/2/2021,2/2/2021,0.538,0.128
Sulawesi Barat,Sulawesi Barat,2/2/2021,2/2/2021,0,0
Sulawesi Selatan,Sulawesi Selatan,2/2/2021,2/2/2021,0.466,0.145
Sulawesi Tengah,Sulawesi Tengah,2/2/2021,2/2/2021,0.693,0.211
Sulawesi Tenggara,Sulawesi Tenggara,2/2/2021,2/2/2021,0.536,0.149
Sulawesi Utara,Sulawesi Utara,2/2/2021,2/2/2021,0.849,0.34
Sumatera Barat,Sumatera Barat,2/2/2021,2/2/2021,0.162,0.079
Sumatera Selatan,Sumatera Selatan,2/2/2021,2/2/2021,0.944,0.383
Sumatera Utara,Sumatera Utara,2/2/2021,2/2/2021,1.149,0.516
Yogyakarta,Yogyakarta,2/2/2021,2/2/2021,4.211,1.38
Aceh,Aceh,2/3/2021,2/3/2021,0.084,0.032
Bali,Bali,2/3/2021,2/3/2021,2.08,0.225
Bangka Belitung,Bangka Belitung,2/3/2021,2/3/2021,1.009,0.274
Banten,Banten,2/3/2021,2/3/2021,2.087,0.638
Bengkulu,Bengkulu,2/3/2021,2/3/2021,0.651,0.234
Gorontalo,Gorontalo,2/3/2021,2/3/2021,0.41,0.175
Jakarta Raya,Jakarta Raya,2/3/2021,2/3/2021,18.381,3.736
Jambi,Jambi,2/3/2021,2/3/2021,1.898,0.405
Jawa Barat,Jawa Barat,2/3/2021,2/3/2021,12.882,3.325
Jawa Tengah,Jawa Tengah,2/3/2021,2/3/2021,8.331,2.823
Jawa Timur,Jawa Timur,2/3/2021,2/3/2021,6.144,1.914
Kalimantan Barat,Kalimantan Barat,2/3/2021,2/3/2021,0.873,0.331
Kalimantan Selatan,Kalimantan Selatan,2/3/2021,2/3/2021,0.792,0.247
Kalimantan Tengah,Kalimantan Tengah,2/3/2021,2/3/2021,1.036,0.302
Kalimantan Timur,Kalimantan Timur,2/3/2021,2/3/2021,2.233,0.497
Kalimantan Utara,Kalimantan Utara,2/3/2021,2/3/2021,0.91,0.181
Lampung,Lampung,2/3/2021,2/3/2021,0.489,0.323
Maluku,Maluku,2/3/2021,2/3/2021,0.485,0.116
Maluku Utara,Maluku Utara,2/3/2021,2/3/2021,0.052,0.036
Nusa Tenggara Barat,Nusa Tenggara Barat,2/3/2021,2/3/2021,1.235,0.539
Nusa Tenggara Timur,Nusa Tenggara Timur,2/3/2021,2/3/2021,0.369,0.171
Papua,Papua,2/3/2021,2/3/2021,0.22,0.072
Papua Barat,Papua Barat,2/3/2021,2/3/2021,0.215,0.093
Riau,Kepulauan Riau,2/3/2021,2/3/2021,1.811,0.692
Riau,Riau,2/3/2021,2/3/2021,0.846,0.308
Sulawesi Barat,Sulawesi Barat,2/3/2021,2/3/2021,0,0
Sulawesi Selatan,Sulawesi Selatan,2/3/2021,2/3/2021,0.671,0.205
Sulawesi Tengah,Sulawesi Tengah,2/3/2021,2/3/2021,0.919,0.226
Sulawesi Tenggara,Sulawesi Tenggara,2/3/2021,2/3/2021,0.738,0.202
Sulawesi Utara,Sulawesi Utara,2/3/2021,2/3/2021,1.204,0.355
Sumatera Barat,Sumatera Barat,2/3/2021,2/3/2021,0.3,0.138
Sumatera Selatan,Sumatera Selatan,2/3/2021,2/3/2021,1.459,0.515
Sumatera Utara,Sumatera Utara,2/3/2021,2/3/2021,2.154,1.005
Yogyakarta,Yogyakarta,2/3/2021,2/3/2021,5.432,1.221
Aceh,Aceh,2/4/2021,2/4/2021,0.112,0.028
Bali,Bali,2/4/2021,2/4/2021,2.941,0.861
Bangka Belitung,Bangka Belitung,2/4/2021,2/4/2021,1.488,0.479
Banten,Banten,2/4/2021,2/4/2021,2.736,0.649
Bengkulu,Bengkulu,2/4/2021,2/4/2021,0.927,0.276
Gorontalo,Gorontalo,2/4/2021,2/4/2021,0.66,0.25
Jakarta Raya,Jakarta Raya,2/4/2021,2/4/2021,24.093,5.712
Jambi,Jambi,2/4/2021,2/4/2021,2.301,0.403
Jawa Barat,Jawa Barat,2/4/2021,2/4/2021,17.112,4.23
Jawa Tengah,Jawa Tengah,2/4/2021,2/4/2021,10.912,2.581
Jawa Timur,Jawa Timur,2/4/2021,2/4/2021,8.039,1.895
Kalimantan Barat,Kalimantan Barat,2/4/2021,2/4/2021,1.222,0.349
Kalimantan Selatan,Kalimantan Selatan,2/4/2021,2/4/2021,1.103,0.311
Kalimantan Tengah,Kalimantan Tengah,2/4/2021,2/4/2021,1.325,0.289
Kalimantan Timur,Kalimantan Timur,2/4/2021,2/4/2021,2.799,0.566
Kalimantan Utara,Kalimantan Utara,2/4/2021,2/4/2021,1.115,0.205
Lampung,Lampung,2/4/2021,2/4/2021,1.005,0.516
Maluku,Maluku,2/4/2021,2/4/2021,0.763,0.278
Maluku Utara,Maluku Utara,2/4/2021,2/4/2021,0.101,0.049
Nusa Tenggara Barat,Nusa Tenggara Barat,2/4/2021,2/4/2021,1.759,0.524
Nusa Tenggara Timur,Nusa Tenggara Timur,2/4/2021,2/4/2021,0.648,0.279
Papua,Papua,2/4/2021,2/4/2021,0.31,0.09
Papua Barat,Papua Barat,2/4/2021,2/4/2021,0.409,0.194
Riau,Kepulauan Riau,2/4/2021,2/4/2021,2.727,0.916
Riau,Riau,2/4/2021,2/4/2021,1.315,0.469
Sulawesi Barat,Sulawesi Barat,2/4/2021,2/4/2021,0,0
Sulawesi Selatan,Sulawesi Selatan,2/4/2021,2/4/2021,0.921,0.25
Sulawesi Tengah,Sulawesi Tengah,2/4/2021,2/4/2021,1.179,0.26
Sulawesi Tenggara,Sulawesi Tenggara,2/4/2021,2/4/2021,1.095,0.357
Sulawesi Utara,Sulawesi Utara,2/4/2021,2/4/2021,1.652,0.448
Sumatera Barat,Sumatera Barat,2/4/2021,2/4/2021,0.482,0.182
Sumatera Selatan,Sumatera Selatan,2/4/2021,2/4/2021,2.038,0.579
Sumatera Utara,Sumatera Utara,2/4/2021,2/4/2021,3.298,1.144
Yogyakarta,Yogyakarta,2/4/2021,2/4/2021,6.625,1.193
Aceh,Aceh,2/5/2021,2/5/2021,0.172,0.06
Bali,Bali,2/5/2021,2/5/2021,4.048,1.107
Bangka Belitung,Bangka Belitung,2/5/2021,2/5/2021,1.825,0.337
Banten,Banten,2/5/2021,2/5/2021,3.099,0.363
Bengkulu,Bengkulu,2/5/2021,2/5/2021,1.016,0.089
Gorontalo,Gorontalo,2/5/2021,2/5/2021,0.862,0.202
Jakarta Raya,Jakarta Raya,2/5/2021,2/5/2021,30.449,6.356
Jambi,Jambi,2/5/2021,2/5/2021,2.558,0.257
Jawa Barat,Jawa Barat,2/5/2021,2/5/2021,19.867,2.755
Jawa Tengah,Jawa Tengah,2/5/2021,2/5/2021,14.206,3.294
Jawa Timur,Jawa Timur,2/5/2021,2/5/2021,10.786,2.747
Kalimantan Barat,Kalimantan Barat,2/5/2021,2/5/2021,1.457,0.235
Kalimantan Selatan,Kalimantan Selatan,2/5/2021,2/5/2021,1.327,0.224
Kalimantan Tengah,Kalimantan Tengah,2/5/2021,2/5/2021,1.42,0.095
Kalimantan Timur,Kalimantan Timur,2/5/2021,2/5/2021,3.145,0.346
Kalimantan Utara,Kalimantan Utara,2/5/2021,2/5/2021,1.232,0.117
Lampung,Lampung,2/5/2021,2/5/2021,1.185,0.18
Maluku,Maluku,2/5/2021,2/5/2021,0.893,0.13
Maluku Utara,Maluku Utara,2/5/2021,2/5/2021,0.141,0.04
Nusa Tenggara Barat,Nusa Tenggara Barat,2/5/2021,2/5/2021,2.041,0.282
